,Country,Country Telugu
5332,Australia,ఆస్ట్రేలియా
5333,Guinea,గినియా
5334,Guinea,గినియా
5335,Sri Lanka,శ్రీలంక
5336,Papua New Guinea,పపువా న్యూ గినియా
5337,Papua New Guinea,పపువా న్యూ గినియా
5338,Guinea,గినియా
5339,Papua New Guinea,పపువా న్యూ గినియా
5340,,
5341,Costa Rica,కోస్టా రికా
5342,Australia,ఆస్ట్రేలియా
5343,Philippines,ఫిలిప్పీన్స్
5344,,
5345,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
5346,Equatorial Guinea,భూమధ్యరేఖ గినియా
5347,Papua New Guinea,పపువా న్యూ గినియా
5348,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
5349,,
5350,Philippines,ఫిలిప్పీన్స్
5351,,
5352,United States,యునైటెడ్ స్టేట్స్
5353,United States,యునైటెడ్ స్టేట్స్
5354,South Africa,దక్షిణాఫ్రికా
5355,Seychelles,స్వీచెస్
5356,Congo,కాంగో
5357,Equatorial Guinea,భూమధ్యరేఖ గినియా
5358,,
5359,Ecuador,ఈక్వెడార్
5360,,
5361,Philippines,ఫిలిప్పీన్స్
5362,Philippines,ఫిలిప్పీన్స్
5363,Philippines,ఫిలిప్పీన్స్
5364,Philippines,ఫిలిప్పీన్స్
5365,Philippines,ఫిలిప్పీన్స్
5366,Philippines,ఫిలిప్పీన్స్
5367,Philippines,ఫిలిప్పీన్స్
5368,New Zealand,న్యూజిలాండ్
5369,Uganda,ఉగాండా
5370,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
5371,Argentina,అర్జెంటీనా
5372,India,భారతదేశం
5373,,
5374,,
5375,Guinea,గినియా
5376,Guinea,గినియా
5377,Papua New Guinea,పపువా న్యూ గినియా
5378,,
5379,Australia,ఆస్ట్రేలియా
5380,,
5381,Antarctica,అంటార్కిటికా
5382,Kazakhstan,కజాఖ్స్తాన్
5383,,
5384,,
5385,,
5386,,
5387,,
5388,,
5389,,
5390,,
5391,,
5392,,
5393,Madagascar,మడగాస్కర్
5394,,
5395,,
5396,,
5397,,
5398,,
5399,,
5400,,
5401,,
5402,,
5403,,
5404,,
5405,,
5406,,
5407,,
5408,,
5409,,
5410,,
5411,,
5412,,
5413,,
5414,,
5415,,
5416,,
5417,,
5418,Madagascar,మడగాస్కర్
5419,Madagascar,మడగాస్కర్
5420,Indonesia,ఇండోనేషియా
5421,Guinea,గినియా
5422,Cuba,క్యూబా
5423,Colombia,కొలంబియా
5424,,
5425,,
5426,Argentina,అర్జెంటీనా
5427,New Zealand,న్యూజిలాండ్
5428,Argentina,అర్జెంటీనా
5429,Argentina,అర్జెంటీనా
5430,,
5431,Argentina,అర్జెంటీనా
5432,New Zealand,న్యూజిలాండ్
5433,,
5434,,
5435,Morocco,మొరాకో
5436,Mauritania,మోర్టియానా
5437,Guinea,గినియా
5438,Brazil,బ్రెజిల్
5439,Australia,ఆస్ట్రేలియా
5440,Philippines,ఫిలిప్పీన్స్
5441,,
5442,Australia,ఆస్ట్రేలియా
5443,,
5444,,
5445,,
5446,Brazil,బ్రెజిల్
5447,Australia,ఆస్ట్రేలియా
5448,,
5449,Australia,ఆస్ట్రేలియా
5450,French Polynesia,ఫ్రెంచ్ పాలినేషియా
5451,,
5452,,
5453,,
5454,Solomon Islands,సోలమన్ దీవులు
5455,Solomon Islands,సోలమన్ దీవులు
5456,,
5457,,
5458,,
5459,,
5460,India,భారతదేశం
5461,India,భారతదేశం
5462,India,భారతదేశం
5463,India,భారతదేశం
5464,,
5465,India,భారతదేశం
5466,Sri Lanka,శ్రీలంక
5467,India,భారతదేశం
5468,India,భారతదేశం
5469,,
5470,South Africa,దక్షిణాఫ్రికా
5471,,
5472,Madagascar,మడగాస్కర్
5473,Madagascar,మడగాస్కర్
5474,Madagascar,మడగాస్కర్
5475,Madagascar,మడగాస్కర్
5476,Madagascar,మడగాస్కర్
5477,Madagascar,మడగాస్కర్
5478,Madagascar,మడగాస్కర్
5479,,
5480,Madagascar,మడగాస్కర్
5481,Madagascar,మడగాస్కర్
5482,Madagascar,మడగాస్కర్
5483,Madagascar,మడగాస్కర్
5484,Madagascar,మడగాస్కర్
5485,,
5486,,
5487,,
5488,Thailand,థాయిలాండ్
5489,Malaysia,మలేషియా
5490,Malaysia,మలేషియా
5491,Malaysia,మలేషియా
5492,Malaysia,మలేషియా
5493,Indonesia,ఇండోనేషియా
5494,,
5495,,
5496,Malaysia,మలేషియా
5497,Malaysia,మలేషియా
5498,,
5499,Philippines,ఫిలిప్పీన్స్
5500,Malaysia,మలేషియా
5501,,
5502,New Zealand,న్యూజిలాండ్
5503,,
5504,,
5505,Somalia,సోమాలియా
5506,,
5507,Australia,ఆస్ట్రేలియా
5508,Australia,ఆస్ట్రేలియా
5509,,
5510,China,చైనా
5511,,
5512,,
5513,,
5514,,
5515,,
5516,Philippines,ఫిలిప్పీన్స్
5517,,
5518,Australia,ఆస్ట్రేలియా
5519,,
5520,Australia,ఆస్ట్రేలియా
5521,Papua New Guinea,పపువా న్యూ గినియా
5522,Australia,ఆస్ట్రేలియా
5523,Costa Rica,కోస్టా రికా
5524,Senegal,సెనెగల్
5525,Indonesia,ఇండోనేషియా
5526,,
5527,Australia,ఆస్ట్రేలియా
5528,Senegal,సెనెగల్
5529,Mexico,మెక్సికో
5530,,
5531,,
5532,,
5533,Brazil,బ్రెజిల్
5534,Bangladesh,బంగ్లాదేశ్
5535,Myanmar,మయన్మార్
5536,Philippines,ఫిలిప్పీన్స్
5537,,
5538,Brazil,బ్రెజిల్
5539,Peru,పెరూ
5540,,
5541,,
5542,,
5543,Papua New Guinea,పపువా న్యూ గినియా
5544,Papua New Guinea,పపువా న్యూ గినియా
5545,,
5546,Papua New Guinea,పపువా న్యూ గినియా
5547,,
5548,Colombia,కొలంబియా
5549,Sierra Leone,సియెర్రా లియోన్
5550,Argentina,అర్జెంటీనా
5551,Tonga,తూంగా
5552,,
5553,Argentina,అర్జెంటీనా
5554,Colombia,కొలంబియా
5555,,
5556,,
5557,,
5558,,
5559,French Guiana,ఫ్రెంచ్ గియానా
5560,Ecuador,ఈక్వెడార్
5561,Ecuador,ఈక్వెడార్
5562,,
5563,Ecuador,ఈక్వెడార్
5564,,
5565,Guinea,గినియా
5566,,
5567,,
5568,Canada,కెనడా
5569,French Guiana,ఫ్రెంచ్ గియానా
5570,,
5571,Colombia,కొలంబియా
5572,Peru,పెరూ
5573,,
5574,Guam,గువామ్
5575,Guam,గువామ్
5576,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
5577,,
5578,Seychelles,స్వీచెస్
5579,,
5580,,
5581,Indonesia,ఇండోనేషియా
5582,Ecuador,ఈక్వెడార్
5583,,
5584,,
5585,Tonga,తూంగా
5586,Indonesia,ఇండోనేషియా
5587,Myanmar,మయన్మార్
5588,Indonesia,ఇండోనేషియా
5589,Argentina,అర్జెంటీనా
5590,,
5591,Indonesia,ఇండోనేషియా
5592,,
5593,Mexico,మెక్సికో
5594,Philippines,ఫిలిప్పీన్స్
5595,Colombia,కొలంబియా
5596,,
5597,French Polynesia,ఫ్రెంచ్ పాలినేషియా
5598,,
5599,,
5600,,
5601,Brazil,బ్రెజిల్
5602,Bangladesh,బంగ్లాదేశ్
5603,Mongolia,మంగోలియా
5604,,
5605,,
5606,Argentina,అర్జెంటీనా
5607,,
5608,,
5609,United Kingdom,యునైటెడ్ కింగ్డమ్
5610,,
5611,,
5612,,
5613,Sri Lanka,శ్రీలంక
5614,,
5615,,
5616,Martinique,మార్టినిక్
5617,,
5618,,
5619,Mauritius,మారిషస్
5620,Mauritius,మారిషస్
5621,Madagascar,మడగాస్కర్
5622,Mauritius,మారిషస్
5623,Réunion,రీయూనియన్
5624,Réunion,రీయూనియన్
5625,Mauritius,మారిషస్
5626,Mauritius,మారిషస్
5627,,
5628,,
5629,Guinea,గినియా
5630,Colombia,కొలంబియా
5631,Colombia,కొలంబియా
5632,United States,యునైటెడ్ స్టేట్స్
5633,Australia,ఆస్ట్రేలియా
5634,Indonesia,ఇండోనేషియా
5635,Colombia,కొలంబియా
5636,Peru,పెరూ
5637,Argentina,అర్జెంటీనా
5638,New Zealand,న్యూజిలాండ్
5639,Ethiopia,ఇథియోపియా
5640,China,చైనా
5641,Colombia,కొలంబియా
5642,Colombia,కొలంబియా
5643,Fiji,ఫిజీ
5644,Cuba,క్యూబా
5645,Colombia,కొలంబియా
5646,Paraguay,పరాగ్వే
5647,,
5648,,
5649,,
5650,,
5651,Indonesia,ఇండోనేషియా
5652,Paraguay,పరాగ్వే
5653,,
5654,India,భారతదేశం
5655,,
5656,,
5657,,
5658,,
5659,,
5660,Cook Islands,కుక్ ద్వీపాలు
5661,French Polynesia,ఫ్రెంచ్ పాలినేషియా
5662,Netherlands,నెదర్లాండ్స్
5663,Mauritius,మారిషస్
5664,Mauritius,మారిషస్
5665,United States,యునైటెడ్ స్టేట్స్
5666,Mauritius,మారిషస్
5667,Mauritius,మారిషస్
5668,Mauritius,మారిషస్
5669,Mauritius,మారిషస్
5670,Mauritius,మారిషస్
5671,Mauritius,మారిషస్
5672,,
5673,Honduras,హోండురాస్
5674,Mayotte,మయోట్టే
5675,Comoros,కొమోరోస్
5676,Comoros,కొమోరోస్
5677,Seychelles,స్వీచెస్
5678,Guinea,గినియా
5679,Papua New Guinea,పపువా న్యూ గినియా
5680,Ireland,ఐర్లాండ్
5681,,
5682,Brazil,బ్రెజిల్
5683,,
5684,Philippines,ఫిలిప్పీన్స్
5685,,
5686,,
5687,Greenland,గ్రీన్ ల్యాండ్
5688,,
5689,Turkey,టర్కీ
5690,,
5691,,
5692,,
5693,,
5694,,
5695,French Polynesia,ఫ్రెంచ్ పాలినేషియా
5696,Cambodia,కంబోడియా
5697,Sierra Leone,సియెర్రా లియోన్
5698,,
5699,Solomon Islands,సోలమన్ దీవులు
5700,Papua New Guinea,పపువా న్యూ గినియా
5701,Solomon Islands,సోలమన్ దీవులు
5702,Vanuatu,వనౌటు
5703,Madagascar,మడగాస్కర్
5704,Philippines,ఫిలిప్పీన్స్
5705,,
5706,,
5707,,
5708,,
5709,Indonesia,ఇండోనేషియా
5710,,
5711,,
5712,,
5713,,
5714,,
5715,,
5716,,
5717,Solomon Islands,సోలమన్ దీవులు
5718,Colombia,కొలంబియా
5719,Philippines,ఫిలిప్పీన్స్
5720,South Africa,దక్షిణాఫ్రికా
5721,Cook Islands,కుక్ ద్వీపాలు
5722,Guatemala,గ్వాటెమాల
5723,Mexico,మెక్సికో
5724,United States,యునైటెడ్ స్టేట్స్
5725,,
5726,United States,యునైటెడ్ స్టేట్స్
5727,,
5728,Mexico,మెక్సికో
5729,Nicaragua,నికానోవా
5730,,
5731,Mexico,మెక్సికో
5732,Guinea,గినియా
5733,Solomon Islands,సోలమన్ దీవులు
5734,,
5735,Marshall Islands,మార్షల్ ద్వీపాలు
5736,,
5737,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
5738,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
5739,Philippines,ఫిలిప్పీన్స్
5740,Guatemala,గ్వాటెమాల
5741,,
5742,Solomon Islands,సోలమన్ దీవులు
5743,Papua New Guinea,పపువా న్యూ గినియా
5744,,
5745,Mexico,మెక్సికో
5746,Indonesia,ఇండోనేషియా
5747,,
5748,Guinea,గినియా
5749,Indonesia,ఇండోనేషియా
5750,Brazil,బ్రెజిల్
5751,Philippines,ఫిలిప్పీన్స్
5752,Philippines,ఫిలిప్పీన్స్
5753,,
5754,,
5755,Philippines,ఫిలిప్పీన్స్
5756,Philippines,ఫిలిప్పీన్స్
5757,Philippines,ఫిలిప్పీన్స్
5758,Philippines,ఫిలిప్పీన్స్
5759,Philippines,ఫిలిప్పీన్స్
5760,Philippines,ఫిలిప్పీన్స్
5761,Philippines,ఫిలిప్పీన్స్
5762,,
5763,Philippines,ఫిలిప్పీన్స్
5764,Philippines,ఫిలిప్పీన్స్
5765,Philippines,ఫిలిప్పీన్స్
5766,Philippines,ఫిలిప్పీన్స్
5767,,
5768,Philippines,ఫిలిప్పీన్స్
5769,Brazil,బ్రెజిల్
5770,Mozambique,మొజాంబిక్
5771,,
5772,Mozambique,మొజాంబిక్
5773,Mozambique,మొజాంబిక్
5774,Mozambique,మొజాంబిక్
5775,,
5776,Peru,పెరూ
5777,India,భారతదేశం
5778,,
5779,Cuba,క్యూబా
5780,,
5781,Australia,ఆస్ట్రేలియా
5782,Argentina,అర్జెంటీనా
5783,,
5784,Guinea,గినియా
5785,Comoros,కొమోరోస్
5786,Seychelles,స్వీచెస్
5787,,
5788,Algeria,అల్జీరియా
5789,Oman,ఒమన్
5790,Indonesia,ఇండోనేషియా
5791,,
5792,,
5793,Indonesia,ఇండోనేషియా
5794,,
5795,Indonesia,ఇండోనేషియా
5796,Indonesia,ఇండోనేషియా
5797,Indonesia,ఇండోనేషియా
5798,Australia,ఆస్ట్రేలియా
5799,Indonesia,ఇండోనేషియా
5800,Indonesia,ఇండోనేషియా
5801,New Caledonia,న్యూ కాలెడోనియా
5802,Indonesia,ఇండోనేషియా
5803,Indonesia,ఇండోనేషియా
5804,Indonesia,ఇండోనేషియా
5805,Somalia,సోమాలియా
5806,Mongolia,మంగోలియా
5807,Mongolia,మంగోలియా
5808,Mongolia,మంగోలియా
5809,Argentina,అర్జెంటీనా
5810,,
5811,,
5812,Colombia,కొలంబియా
5813,,
5814,Philippines,ఫిలిప్పీన్స్
5815,,
5816,,
5817,Colombia,కొలంబియా
5818,Argentina,అర్జెంటీనా
5819,Cameroon,కామెరూన్
5820,Namibia,నమిబియా
5821,,
5822,El Salvador,ఎల్ సాల్వడార్
5823,United States,యునైటెడ్ స్టేట్స్
5824,Montserrat,మాంటెస్టెరాన్
5825,,
5826,French Polynesia,ఫ్రెంచ్ పాలినేషియా
5827,Uganda,ఉగాండా
5828,,
5829,,
5830,,
5831,Argentina,అర్జెంటీనా
5832,,
5833,,
5834,,
5835,Senegal,సెనెగల్
5836,Colombia,కొలంబియా
5837,,
5838,Colombia,కొలంబియా
5839,Guinea,గినియా
5840,Argentina,అర్జెంటీనా
5841,Guinea,గినియా
5842,,
5843,Solomon Islands,సోలమన్ దీవులు
5844,Argentina,అర్జెంటీనా
5845,New Zealand,న్యూజిలాండ్
5846,Argentina,అర్జెంటీనా
5847,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
5848,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
5849,India,భారతదేశం
5850,Cameroon,కామెరూన్
5851,Cameroon,కామెరూన్
5852,Cameroon,కామెరూన్
5853,Myanmar,మయన్మార్
5854,Colombia,కొలంబియా
5855,Bangladesh,బంగ్లాదేశ్
5856,,
5857,Indonesia,ఇండోనేషియా
5858,,
5859,India,భారతదేశం
5860,,
5861,Colombia,కొలంబియా
5862,Argentina,అర్జెంటీనా
5863,,
5864,India,భారతదేశం
5865,Guatemala,గ్వాటెమాల
5866,Guinea,గినియా
5867,Cambodia,కంబోడియా
5868,,
5869,Bangladesh,బంగ్లాదేశ్
5870,Guinea,గినియా
5871,Malawi,మవాలీ
5872,,
5873,United States,యునైటెడ్ స్టేట్స్
5874,Indonesia,ఇండోనేషియా
5875,,
5876,Papua New Guinea,పపువా న్యూ గినియా
5877,Guinea,గినియా
5878,Congo,కాంగో
5879,New Caledonia,న్యూ కాలెడోనియా
5880,,
5881,,
5882,Papua New Guinea,పపువా న్యూ గినియా
5883,South Africa,దక్షిణాఫ్రికా
5884,,
5885,,
5886,,
5887,Guinea,గినియా
5888,Cameroon,కామెరూన్
5889,Cameroon,కామెరూన్
5890,,
5891,,
5892,India,భారతదేశం
5893,,
5894,Cameroon,కామెరూన్
5895,Vanuatu,వనౌటు
5896,Guinea,గినియా
5897,Philippines,ఫిలిప్పీన్స్
5898,Australia,ఆస్ట్రేలియా
5899,,
5900,El Salvador,ఎల్ సాల్వడార్
5901,Colombia,కొలంబియా
5902,,
5903,,
5904,Argentina,అర్జెంటీనా
5905,,
5906,,
5907,,
5908,,
5909,Argentina,అర్జెంటీనా
5910,,
5911,United Arab Emirates,యునైటెడ్ అరబ్ ఎమిరేట్స్
5912,French Guiana,ఫ్రెంచ్ గియానా
5913,Ecuador,ఈక్వెడార్
5914,Costa Rica,కోస్టా రికా
5915,,
5916,Brazil,బ్రెజిల్
5917,,
5918,Colombia,కొలంబియా
5919,Colombia,కొలంబియా
5920,,
5921,Cambodia,కంబోడియా
5922,Colombia,కొలంబియా
5923,Peru,పెరూ
5924,,
5925,Indonesia,ఇండోనేషియా
5926,Papua New Guinea,పపువా న్యూ గినియా
5927,Myanmar,మయన్మార్
5928,Colombia,కొలంబియా
5929,Malawi,మవాలీ
5930,Solomon Islands,సోలమన్ దీవులు
5931,Chile,చిలీ
5932,Pakistan,పాకిస్థాన్
5933,Brazil,బ్రెజిల్
5934,Brazil,బ్రెజిల్
5935,,
5936,Thailand,థాయిలాండ్
5937,Japan,జపాన్
5938,Australia,ఆస్ట్రేలియా
5939,Colombia,కొలంబియా
5940,Colombia,కొలంబియా
5941,,
5942,United States,యునైటెడ్ స్టేట్స్
5943,,
5944,New Zealand,న్యూజిలాండ్
5945,Australia,ఆస్ట్రేలియా
5946,Papua New Guinea,పపువా న్యూ గినియా
5947,Papua New Guinea,పపువా న్యూ గినియా
5948,,
5949,,
5950,,
5951,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
5952,India,భారతదేశం
5953,,
5954,Equatorial Guinea,భూమధ్యరేఖ గినియా
5955,Philippines,ఫిలిప్పీన్స్
5956,Madagascar,మడగాస్కర్
5957,,
5958,,
5959,Mozambique,మొజాంబిక్
5960,,
5961,Australia,ఆస్ట్రేలియా
5962,,
5963,Colombia,కొలంబియా
5964,Philippines,ఫిలిప్పీన్స్
5965,India,భారతదేశం
5966,Australia,ఆస్ట్రేలియా
5967,,
5968,Colombia,కొలంబియా
5969,Brazil,బ్రెజిల్
5970,Dominican Republic,డొమినికన్ రిపబ్లిక్
5971,Argentina,అర్జెంటీనా
5972,Colombia,కొలంబియా
5973,Sierra Leone,సియెర్రా లియోన్
5974,United States,యునైటెడ్ స్టేట్స్
5975,South Africa,దక్షిణాఫ్రికా
5976,Fiji,ఫిజీ
5977,Austria,ఆస్ట్రియా
5978,China,చైనా
5979,Myanmar,మయన్మార్
5980,Nauru,నౌరు
5981,Mexico,మెక్సికో
5982,,
5983,Ecuador,ఈక్వెడార్
5984,Peru,పెరూ
5985,Ethiopia,ఇథియోపియా
5986,,
5987,Ecuador,ఈక్వెడార్
5988,,
5989,Brazil,బ్రెజిల్
5990,South Africa,దక్షిణాఫ్రికా
5991,Philippines,ఫిలిప్పీన్స్
5992,Philippines,ఫిలిప్పీన్స్
5993,Philippines,ఫిలిప్పీన్స్
5994,Philippines,ఫిలిప్పీన్స్
5995,Philippines,ఫిలిప్పీన్స్
5996,Madagascar,మడగాస్కర్
5997,,
5998,,
5999,United States,యునైటెడ్ స్టేట్స్
6000,Colombia,కొలంబియా
6001,Nepal,నేపాల్
6002,Bangladesh,బంగ్లాదేశ్
6003,Myanmar,మయన్మార్
6004,Equatorial Guinea,భూమధ్యరేఖ గినియా
6005,Rwanda,రువాండా
6006,Papua New Guinea,పపువా న్యూ గినియా
6007,Papua New Guinea,పపువా న్యూ గినియా
6008,,
6009,Papua New Guinea,పపువా న్యూ గినియా
6010,Papua New Guinea,పపువా న్యూ గినియా
6011,Papua New Guinea,పపువా న్యూ గినియా
6012,Papua New Guinea,పపువా న్యూ గినియా
6013,Papua New Guinea,పపువా న్యూ గినియా
6014,New Caledonia,న్యూ కాలెడోనియా
6015,New Caledonia,న్యూ కాలెడోనియా
6016,New Caledonia,న్యూ కాలెడోనియా
6017,New Caledonia,న్యూ కాలెడోనియా
6018,New Caledonia,న్యూ కాలెడోనియా
6019,New Caledonia,న్యూ కాలెడోనియా
6020,New Caledonia,న్యూ కాలెడోనియా
6021,New Caledonia,న్యూ కాలెడోనియా
6022,New Caledonia,న్యూ కాలెడోనియా
6023,New Caledonia,న్యూ కాలెడోనియా
6024,New Caledonia,న్యూ కాలెడోనియా
6025,Solomon Islands,సోలమన్ దీవులు
6026,Guinea,గినియా
6027,Guinea,గినియా
6028,,
6029,Guinea,గినియా
6030,Guinea,గినియా
6031,Indonesia,ఇండోనేషియా
6032,Australia,ఆస్ట్రేలియా
6033,Ireland,ఐర్లాండ్
6034,Ireland,ఐర్లాండ్
6035,Papua New Guinea,పపువా న్యూ గినియా
6036,Papua New Guinea,పపువా న్యూ గినియా
6037,New Zealand,న్యూజిలాండ్
6038,New Zealand,న్యూజిలాండ్
6039,New Zealand,న్యూజిలాండ్
6040,New Zealand,న్యూజిలాండ్
6041,New Caledonia,న్యూ కాలెడోనియా
6042,New Zealand,న్యూజిలాండ్
6043,New Zealand,న్యూజిలాండ్
6044,,
6045,New Zealand,న్యూజిలాండ్
6046,,
6047,New Zealand,న్యూజిలాండ్
6048,New Zealand,న్యూజిలాండ్
6049,New Zealand,న్యూజిలాండ్
6050,New Zealand,న్యూజిలాండ్
6051,,
6052,Mauritius,మారిషస్
6053,,
6054,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
6055,,
6056,French Polynesia,ఫ్రెంచ్ పాలినేషియా
6057,Costa Rica,కోస్టా రికా
6058,Costa Rica,కోస్టా రికా
6059,Colombia,కొలంబియా
6060,,
6061,,
6062,,
6063,,
6064,India,భారతదేశం
6065,India,భారతదేశం
6066,India,భారతదేశం
6067,India,భారతదేశం
6068,India,భారతదేశం
6069,Australia,ఆస్ట్రేలియా
6070,,
6071,Guam,గువామ్
6072,,
6073,Saudi Arabia,సౌదీ అరేబియా
6074,India,భారతదేశం
6075,India,భారతదేశం
6076,India,భారతదేశం
6077,India,భారతదేశం
6078,India,భారతదేశం
6079,,
6080,India,భారతదేశం
6081,Côte d'Ivoire,కోట్ డి'ఇవోవర్
6082,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
6083,Colombia,కొలంబియా
6084,Colombia,కొలంబియా
6085,Australia,ఆస్ట్రేలియా
6086,,
6087,Australia,ఆస్ట్రేలియా
6088,Australia,ఆస్ట్రేలియా
6089,China,చైనా
6090,,
6091,Norfolk Island,నార్ఫోల్డ్ ద్వీపం
6092,Norfolk Island,నార్ఫోల్డ్ ద్వీపం
6093,Norfolk Island,నార్ఫోల్డ్ ద్వీపం
6094,Norfolk Island,నార్ఫోల్డ్ ద్వీపం
6095,Norfolk Island,నార్ఫోల్డ్ ద్వీపం
6096,Brazil,బ్రెజిల్
6097,Brazil,బ్రెజిల్
6098,New Zealand,న్యూజిలాండ్
6099,New Zealand,న్యూజిలాండ్
6100,New Zealand,న్యూజిలాండ్
6101,New Zealand,న్యూజిలాండ్
6102,New Zealand,న్యూజిలాండ్
6103,New Zealand,న్యూజిలాండ్
6104,New Zealand,న్యూజిలాండ్
6105,Solomon Islands,సోలమన్ దీవులు
6106,Indonesia,ఇండోనేషియా
6107,Solomon Islands,సోలమన్ దీవులు
6108,Austria,ఆస్ట్రియా
6109,Colombia,కొలంబియా
6110,United States,యునైటెడ్ స్టేట్స్
6111,El Salvador,ఎల్ సాల్వడార్
6112,,
6113,,
6114,,
6115,Japan,జపాన్
6116,Niger,నైజర్
6117,Burundi,బుర్గుండి
6118,United States,యునైటెడ్ స్టేట్స్
6119,,
6120,Guinea,గినియా
6121,Australia,ఆస్ట్రేలియా
6122,Ecuador,ఈక్వెడార్
6123,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
6124,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
6125,Australia,ఆస్ట్రేలియా
6126,,
6127,,
6128,New Zealand,న్యూజిలాండ్
6129,Faroe Islands,ఫారో దీవులు
6130,,
6131,Indonesia,ఇండోనేషియా
6132,,
6133,,
6134,Ethiopia,ఇథియోపియా
6135,Canada,కెనడా
6136,,
6137,United States,యునైటెడ్ స్టేట్స్
6138,Ireland,ఐర్లాండ్
6139,,
6140,Ethiopia,ఇథియోపియా
6141,Guatemala,గ్వాటెమాల
6142,Cayman Islands,కామన్ ద్వీపాలు
6143,,
6144,Costa Rica,కోస్టా రికా
6145,Canada,కెనడా
6146,Kenya,కెన్యా
6147,,
6148,,
6149,,
6150,,
6151,,
6152,,
6153,India,భారతదేశం
6154,Australia,ఆస్ట్రేలియా
6155,,
6156,,
6157,Colombia,కొలంబియా
6158,,
6159,,
6160,,
6161,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6162,Australia,ఆస్ట్రేలియా
6163,,
6164,,
6165,Philippines,ఫిలిప్పీన్స్
6166,Colombia,కొలంబియా
6167,United States,యునైటెడ్ స్టేట్స్
6168,Guinea,గినియా
6169,United States,యునైటెడ్ స్టేట్స్
6170,,
6171,,
6172,,
6173,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
6174,Colombia,కొలంబియా
6175,Senegal,సెనెగల్
6176,Burkina Faso,బుర్కినా ఫాసో
6177,Saudi Arabia,సౌదీ అరేబియా
6178,Somalia,సోమాలియా
6179,French Polynesia,ఫ్రెంచ్ పాలినేషియా
6180,Australia,ఆస్ట్రేలియా
6181,Indonesia,ఇండోనేషియా
6182,Indonesia,ఇండోనేషియా
6183,Madagascar,మడగాస్కర్
6184,,
6185,United States,యునైటెడ్ స్టేట్స్
6186,South Sudan,దక్షిణ సుడాన్
6187,,
6188,,
6189,,
6190,,
6191,,
6192,,
6193,,
6194,Cuba,క్యూబా
6195,Chile,చిలీ
6196,,
6197,,
6198,Somalia,సోమాలియా
6199,,
6200,Uganda,ఉగాండా
6201,,
6202,Papua New Guinea,పపువా న్యూ గినియా
6203,Guinea,గినియా
6204,,
6205,,
6206,French Guiana,ఫ్రెంచ్ గియానా
6207,Argentina,అర్జెంటీనా
6208,Costa Rica,కోస్టా రికా
6209,El Salvador,ఎల్ సాల్వడార్
6210,Colombia,కొలంబియా
6211,Mexico,మెక్సికో
6212,Guatemala,గ్వాటెమాల
6213,Colombia,కొలంబియా
6214,Colombia,కొలంబియా
6215,,
6216,Costa Rica,కోస్టా రికా
6217,Brazil,బ్రెజిల్
6218,Costa Rica,కోస్టా రికా
6219,Peru,పెరూ
6220,,
6221,Brazil,బ్రెజిల్
6222,Indonesia,ఇండోనేషియా
6223,Ecuador,ఈక్వెడార్
6224,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6225,Costa Rica,కోస్టా రికా
6226,Colombia,కొలంబియా
6227,Guinea,గినియా
6228,Brazil,బ్రెజిల్
6229,Argentina,అర్జెంటీనా
6230,Colombia,కొలంబియా
6231,,
6232,Argentina,అర్జెంటీనా
6233,Guinea,గినియా
6234,Argentina,అర్జెంటీనా
6235,Argentina,అర్జెంటీనా
6236,Argentina,అర్జెంటీనా
6237,Peru,పెరూ
6238,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6239,Brazil,బ్రెజిల్
6240,Argentina,అర్జెంటీనా
6241,Brazil,బ్రెజిల్
6242,Colombia,కొలంబియా
6243,,
6244,New Zealand,న్యూజిలాండ్
6245,Japan,జపాన్
6246,Japan,జపాన్
6247,Colombia,కొలంబియా
6248,Argentina,అర్జెంటీనా
6249,French Guiana,ఫ్రెంచ్ గియానా
6250,,
6251,Ecuador,ఈక్వెడార్
6252,,
6253,Colombia,కొలంబియా
6254,,
6255,Ecuador,ఈక్వెడార్
6256,Peru,పెరూ
6257,,
6258,South Sudan,దక్షిణ సుడాన్
6259,Thailand,థాయిలాండ్
6260,South Africa,దక్షిణాఫ్రికా
6261,Colombia,కొలంబియా
