,Common Name,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Regions,Subcontinents,Group name,Islands,Introduced Countries,Subclass,Infraclass,Superorder,Suborder,Subfamily,Oceans,Seas,Tribe,SUBSPECIES OF
0,olivaceous-piculet,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus olivaceus,"South America,",North America,"Anthropogenic biome,Forest,Savanna,Shrubland","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Olivaceous_piculet,https://www.iucnredlist.org/species/22680774/168642156,https://xeno-canto.org/679696",https://animalia.bio/olivaceous-piculet/,,,,,,,,,,,,,,
0,olivaceous-piha,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Snowornis,Snowornis cryptolophus,South America,"Ecuador,","Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olivaceous_piha,https://www.iucnredlist.org/species/22700838/93799496,https://xeno-canto.org/262973",https://animalia.bio/olivaceous-piha/,,,,,,,,,,,,,,
0,olivaceous-siskin,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus olivaceus,South America,"Ecuador,","Anthropogenic biome,Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Olivaceous_siskin,https://www.iucnredlist.org/species/22720389/94667989,https://xeno-canto.org/638693",https://animalia.bio/olivaceous-siskin/,,,,,,,,,,Carduelinae,,,,
0,olivaceous-siskin--female,,,,,,,,,,,,,,https://animalia.bio/olivaceous-siskin--female/,,,,,,,,,,,,,,
0,olivaceous-thornbill,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalcostigma,Chalcostigma olivaceum,South America,"Bolivia,","Forest,Grassland,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olivaceous_thornbill,https://www.iucnredlist.org/species/22688027/93180787",https://animalia.bio/olivaceous-thornbill/,,,,,,,,,,,,,,
0,olivaceous-woodcreeper,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Sittasomus,Sittasomus griseicapillus,South America,"Ecuador,","Anthropogenic biome,Forest,Savanna,Shrubland,Woodland,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olivaceous_woodcreeper,https://www.iucnredlist.org/species/103661274/168532004,https://xeno-canto.org/708090",https://animalia.bio/olivaceous-woodcreeper/,"Argentina,",,,,,,,,,,,,,
0,olive-beeeater,,,,,,,,,,,,,,https://animalia.bio/olive-beeeater/,,,,,,,,,,,,,,
0,olive-bulbul,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Iole,Iole viridescens,Asia,"India,","Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Olive_bulbul,https://www.iucnredlist.org/species/22713164/111069993,https://xeno-canto.org/317655",https://animalia.bio/olive-bulbul/,,,,,,,,,,,,,,
0,olive-bushshrike,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Chlorophoneus,Chlorophoneus olivaceus,Africa,"South Africa,","Anthropogenic biome,Forest,Savanna,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Olive_bushshrike,https://www.iucnredlist.org/species/22707656/94133408,https://xeno-canto.org/701021",https://animalia.bio/olive-bushshrike/,"Malawi,",,,,,,,,,,,,,
0,olive-finch,,,,,,,,,,,,,,https://animalia.bio/olive-finch/,,,,,,,,,,,,,,
0,olive-flyrobin,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Kempiella,Kempiella flavovirescens,Asia,"Papua New Guinea,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Olive_flyrobin,https://www.iucnredlist.org/species/22704786/118821807",https://animalia.bio/olive-flyrobin/,,,,,,,,,,,,,,
0,olive-honeyeater,,,,,,,,,,,,,,https://animalia.bio/olive-honeyeater/,,,,,,,,,,,,,,
0,olive-ibis,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Bostrychia,Bostrychia olivacea,Africa,"Cameroon,","Freshwater,Forest,Wetlands,Rainforest,Grassland,Neritic zone,Mountains,Rocky areas,Marsh,Swamp,Montane forest",,,"https://en.wikipedia.org/wiki/Olive_ibis,https://www.iucnredlist.org/species/22697472/93615552",https://animalia.bio/olive-ibis/,,,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,olive-longtailed-cuckoo,,,,,,,,,,,,,,https://animalia.bio/olive-longtailed-cuckoo/,,,,,,,,,,,,,,
0,olive-manakin,Animalia,Chordata,Aves,Passeriformes,Pipridae,Xenopipo,Xenopipo uniformis,South America,"Brazil,","Forest,Mountains",,,"https://en.wikipedia.org/wiki/Olive_manakin,https://www.iucnredlist.org/species/22701134/93814988,https://xeno-canto.org/247163",https://animalia.bio/olive-manakin/,,,,,,,,,,,,,,
0,olive-oropendola,Animalia,Chordata,Aves,Passeriformes,Icteridae,Psarocolius,Psarocolius bifasciatus,South America,Brazil,Forest,,,"https://en.wikipedia.org/wiki/Olive_oropendola,https://www.iucnredlist.org/species/103780801/119474723,https://xeno-canto.org/482099",https://animalia.bio/olive-oropendola/,,,,,,,,,,,,,,
0,olive-sparrow,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,Arremonops rufivirgatus,North America,"Belize,","Anthropogenic biome,Forest,Shrubland,Сhaparral,Wetlands,Swamp","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olive_sparrow,https://www.iucnredlist.org/species/22721392/132008603,https://xeno-canto.org/706011",https://animalia.bio/olive-sparrow/,,,,,,,,,,,,,,
0,olive-spinetail,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cranioleuca,Cranioleuca obsoleta,South America,"Argentina,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Olive_spinetail,https://www.iucnredlist.org/species/22702435/93875361,https://xeno-canto.org/614801",https://animalia.bio/olive-spinetail/,,,,,,,,,,,,,,
0,olive-straightbill,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Timeliopsis,Timeliopsis fulvigula,Asia,"Papua New Guinea,","Forest,Mountains,Montane forest","Terrestrial,   ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olive_straightbill,https://www.iucnredlist.org/species/22703928/130348697",https://animalia.bio/olive-straightbill/,,,,,,,,,,,,,,
0,olive-sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cyanomitra,Cyanomitra olivacea,Africa,"Equatorial Guinea,","Freshwater,Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olive_sunbird,https://www.iucnredlist.org/species/22717691/131978137,https://xeno-canto.org/703360",https://animalia.bio/olive-sunbird/,"South Africa,",,,,,,,,,,,,,
0,olive-tanager,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Chlorothraupis,Chlorothraupis carmioli,,"Bolivia,",Forest,Oviparous,,"https://en.wikipedia.org/wiki/Olive_tanager,https://xeno-canto.org/576434",https://animalia.bio/olive-tanager/,,,,,,,,,,,,,,
0,olive-thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus olivaceus,Africa,"South Africa,","Anthropogenic biome,Forest,Shrubland,Wetlands,Agricultural,Woodland,Mountains","Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Olive_thrush,https://www.iucnredlist.org/species/103888967/119723556,https://xeno-canto.org/674301",https://animalia.bio/olive-thrush/,"Lesotho,",,,,,,,,,,,,,
0,olive-tufted-flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mitrephanes,Mitrephanes olivaceus,South America,"Bolivia,","Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Olive_tufted_flycatcher,https://www.iucnredlist.org/species/22699783/93747667,https://xeno-canto.org/608617",https://animalia.bio/olive-tufted-flycatcher/,,,,,,,,,,,,,,
0,olive-warbler,Animalia,Chordata,Aves,Passeriformes,Peucedramidae,Peucedramus,Peucedramus taeniatus,North America,"El Salvador,","Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olive_warbler,https://www.iucnredlist.org/species/22720027/137424739,https://xeno-canto.org/700846",https://animalia.bio/olive-warbler/,,,,,,,,,,,,,,
0,olive-whistler,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala olivacea,,Australia,"Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olive_whistler,https://www.iucnredlist.org/species/22705431/94018256,https://xeno-canto.org/674030",https://animalia.bio/olive-whistler/,,,,,,,,,,,,,,
0,olive-woodpecker,,,,,,,,,,,,,,https://animalia.bio/olive-woodpecker/,,,,,,,,,,,,,,
0,olivebacked-euphonia,,,,,,,,,,,,,,https://animalia.bio/olivebacked-euphonia/,,,,,,,,,,,,,,
0,olivebacked-flowerpecker,,,,,,,,,,,,,,https://animalia.bio/olivebacked-flowerpecker/,,,,,,,,,,,,,,
0,olivebacked-foliagegleaner,,,,,,,,,,,,,,https://animalia.bio/olivebacked-foliagegleaner/,,,,,,,,,,,,,,
0,olivebacked-oriole,,,,,,,,,,,,,,https://animalia.bio/olivebacked-oriole/,,,,,,,,,,,,,,
0,olivebacked-pipit,,,,,,,,,,,,,,https://animalia.bio/olivebacked-pipit/,,,,,,,,,,,,,,
0,olivebacked-quaildove,,,,,,,,,,,,,,https://animalia.bio/olivebacked-quaildove/,,,,,,,,,,,,,,
0,olivebacked-sunbird,,,,,,,,,,,,,,https://animalia.bio/olivebacked-sunbird/,,,,,,,,,,,,,,
0,olivebacked-tailorbird,,,,,,,,,,,,,,https://animalia.bio/olivebacked-tailorbird/,,,,,,,,,,,,,,
0,olivebacked-tanager,,,,,,,,,,,,,,https://animalia.bio/olivebacked-tanager/,,,,,,,,,,,,,,
0,olivebacked-woodcreeper,,,,,,,,,,,,,,https://animalia.bio/olivebacked-woodcreeper/,,,,,,,,,,,,,,
0,olivebacked-woodpecker,,,,,,,,,,,,,,https://animalia.bio/olivebacked-woodpecker/,,,,,,,,,,,,,,
0,olivebellied-sunbird,,,,,,,,,,,,,,https://animalia.bio/olivebellied-sunbird/,,,,,,,,,,,,,,
0,olivebreasted-greenbul,,,,,,,,,,,,,,https://animalia.bio/olivebreasted-greenbul/,,,,,,,,,,,,,,
0,olivebreasted-greenbul---,,,,,,,,,,,,,,https://animalia.bio/olivebreasted-greenbul---/,,,,,,,,,,,,,,
0,olivebrown-oriole,,,,,,,,,,,,,,https://animalia.bio/olivebrown-oriole/,,,,,,,,,,,,,,
0,olivecapped-flowerpecker,,,,,,,,,,,,,,https://animalia.bio/olivecapped-flowerpecker/,,,,,,,,,,,,,,
0,olivecapped-warbler,,,,,,,,,,,,,,https://animalia.bio/olivecapped-warbler/,,,,,,,,,,,,,,
0,olivechested-flycatcher,,,,,,,,,,,,,,https://animalia.bio/olivechested-flycatcher/,,,,,,,,,,,,,,
0,olivecolored-whiteeye,,,,,,,,,,,,,,https://animalia.bio/olivecolored-whiteeye/,,,,,,,,,,,,,,
0,olivecrowned-crescentchest,,,,,,,,,,,,,,https://animalia.bio/olivecrowned-crescentchest/,,,,,,,,,,,,,,
0,olivecrowned-flowerpecker,,,,,,,,,,,,,,https://animalia.bio/olivecrowned-flowerpecker/,,,,,,,,,,,,,,
0,olivecrowned-yellowthroat,,,,,,,,,,,,,,https://animalia.bio/olivecrowned-yellowthroat/,,,,,,,,,,,,,,
0,olivefaced-flatbill,,,,,,,,,,,,,,https://animalia.bio/olivefaced-flatbill/,,,,,,,,,,,,,,
0,oliveflanked-ground-robin,,,,,,,,,,,,,,https://animalia.bio/oliveflanked-ground-robin/,,,,,,,,,,,,,,
0,olivegreen-camaroptera,,,,,,,,,,,,,,https://animalia.bio/olivegreen-camaroptera/,,,,,,,,,,,,,,
0,olivegreen-tanager,,,,,,,,,,,,,,https://animalia.bio/olivegreen-tanager/,,,,,,,,,,,,,,
0,olivegreen-tyrannulet,,,,,,,,,,,,,,https://animalia.bio/olivegreen-tyrannulet/,,,,,,,,,,,,,,
0,oliveheaded-greenbul,,,,,,,,,,,,,,https://animalia.bio/oliveheaded-greenbul/,,,,,,,,,,,,,,
0,oliveheaded-greenbul---,,,,,,,,,,,,,,https://animalia.bio/oliveheaded-greenbul---/,,,,,,,,,,,,,,
0,oliveheaded-lorikeet,,,,,,,,,,,,,,https://animalia.bio/oliveheaded-lorikeet/,,,,,,,,,,,,,,
0,oliveheaded-weaver,,,,,,,,,,,,,,https://animalia.bio/oliveheaded-weaver/,,,,,,,,,,,,,,
0,olivesided-flycatcher,,,,,,,,,,,,,,https://animalia.bio/olivesided-flycatcher/,,,,,,,,,,,,,,
0,olivespotted-hummingbird,,,,,,,,,,,,,,https://animalia.bio/olivespotted-hummingbird/,,,,,,,,,,,,,,
0,olivestriped-flycatcher,,,,,,,,,,,,,,https://animalia.bio/olivestriped-flycatcher/,,,,,,,,,,,,,,
0,olivethroated-parakeet,,,,,,,,,,,,,,https://animalia.bio/olivethroated-parakeet/,,,,,,,,,,,,,,
0,olivetree-warbler,,,,,,,,,,,,,,https://animalia.bio/olivetree-warbler/,,,,,,,,,,,,,,
0,olivewinged-bulbul,,,,,,,,,,,,,,https://animalia.bio/olivewinged-bulbul/,,,,,,,,,,,,,,
0,olomao,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,Myadestes lanaiensis,,,Forest,"Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Olomaʻo,https://www.iucnredlist.org/species/22708574/155254449",https://animalia.bio/olomao/,,,,,,,,,,,,,,
0,olrogs-cinclodes,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cinclodes,Cinclodes olrogi,South America,Argentina,"Grassland,Rocky areas,Shrubland",,,"https://en.wikipedia.org/wiki/Olrog's_cinclodes,https://www.iucnredlist.org/species/22702092/93859694,https://xeno-canto.org/45203",https://animalia.bio/olrogs-cinclodes/,,,,,,,,,,,,,,
0,olrogs-gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus atlanticus,South America,"Argentina,","Intertidal zone,Neritic zone,Coastal,Marine,Estuaries,Rocky areas,Brackish water","Terrestrial,  ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Migrating,"https://en.wikipedia.org/wiki/Olrog's_gull,https://www.iucnredlist.org/species/22694286/132538305",https://animalia.bio/olrogs-gull/,,,,,,,,,,,,,,
0,olsons-petrel,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bulweria,Bulweria bifax,,,"Forest,Neritic zone,Oceanic pelagic zone,Shrubland,Marine",,,"https://en.wikipedia.org/wiki/Olson's_petrel,https://www.iucnredlist.org/species/22728804/94997177",https://animalia.bio/olsons-petrel/,,,,,,,,,,,,,,
0,omani-owl,,,,,,,,,,,,,,https://animalia.bio/omani-owl/,,,,,,,,,,,,,,
0,ōmao,,,,,,,,,,,,,,https://animalia.bio/ōmao/,,,,,,,,,,,,,,
0,onecolored-becard,,,,,,,,,,,,,,https://animalia.bio/onecolored-becard/,,,,,,,,,,,,,,
0,opalcrowned-manakin,,,,,,,,,,,,,,https://animalia.bio/opalcrowned-manakin/,,,,,,,,,,,,,,
0,opalcrowned-tanager,,,,,,,,,,,,,,https://animalia.bio/opalcrowned-tanager/,,,,,,,,,,,,,,
0,opalrumped-tanager,,,,,,,,,,,,,,https://animalia.bio/opalrumped-tanager/,,,,,,,,,,,,,,
0,opalton-grasswren,Animalia,Chordata,Aves,Passeriformes,Maluridae,Amytornis,Amytornis rowleyi,,Australia,,,,https://en.wikipedia.org/wiki/Opalton_grasswren,https://animalia.bio/opalton-grasswren/,Queensland,,,,,,,,,,,,,
0,opalton-grasswren---,,,,,,,,,,,,,,https://animalia.bio/opalton-grasswren---/,,,,,,,,,,,,,,
0,orange-bullfinch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula aurantiaca,Asia,"India,",Forest,,,"https://en.wikipedia.org/wiki/Orange_bullfinch,https://www.iucnredlist.org/species/22720662/132141598",https://animalia.bio/orange-bullfinch/,,,,,,,,,,Carduelinae,,,,
0,orange-chat,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Epthianura,Epthianura aurifrons,,Australia,"Freshwater,Anthropogenic biome,Desert,Grassland,Savanna,Shrubland,Agricultural,Forest,Woodland,Wetlands","Terrestrial, ,Nomadic, ,Oviparous, ,Territorial",,"https://en.wikipedia.org/wiki/Orange_chat,https://www.iucnredlist.org/species/22704478/93970653,https://xeno-canto.org/585975",https://animalia.bio/orange-chat/,,,,,,,,,,,,,,
0,orange-fruit-dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chrysoena,Ptilinopus victor,,Fiji,Forest,,,"https://en.wikipedia.org/wiki/Orange_fruit_dove,https://www.iucnredlist.org/species/22691573/93316970,https://xeno-canto.org/386838",https://animalia.bio/orange-fruit-dove/,,,,,,,,,,,,,,
0,orange-ground-thrush,Animalia,Chordata,Aves,Passeriformes,Turdidae,Geokichla,Geokichla gurneyi,Africa,"South Africa,","Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Orange_ground_thrush,https://www.iucnredlist.org/species/22708426/131947992,https://xeno-canto.org/673229",https://animalia.bio/orange-ground-thrush/,"Angola,",,,,,,,,,,,,,
0,orange-minivet,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Pericrocotus,Pericrocotus flammeus,Asia,"China,","Anthropogenic biome,Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Orange_minivet,https://www.iucnredlist.org/species/22706766/130430325,https://xeno-canto.org/473497",https://animalia.bio/orange-minivet/,,,,,,,,,,,,,,
0,orange-oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus auratus,North America,"Belize,","Agricultural,Anthropogenic biome,Forest,Riparian,Grassland,Shrubland","Arboreal, ,Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Orange_oriole,https://www.iucnredlist.org/species/22724093/138286925",https://animalia.bio/orange-oriole/,,,,,,,,,,,,,,
0,orange-river-francolin,Animalia,Chordata,Aves,Galliformes,Phasianidae,Scleroptila,Scleroptila gutturalis,Africa,"South Africa,","Forest,Grassland,Savanna,Shrubland,Woodland","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Orange_River_francolin,https://www.iucnredlist.org/species/22678790/92788267,https://xeno-canto.org/663543",https://animalia.bio/orange-river-francolin/,,,,,,,,,,,,,,
0,orange-river-whiteeye,,,,,,,,,,,,,,https://animalia.bio/orange-river-whiteeye/,,,,,,,,,,,,,,
0,orange-weaver,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus aurantius,Africa,"Equatorial Guinea,","Freshwater,Shrubland,Coastal,Marine,Forest,Rainforest,Wetlands,Swamp","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Orange_weaver,https://www.iucnredlist.org/species/22718833/132121323,https://xeno-canto.org/350106",https://animalia.bio/orange-weaver/,,,,,,,,,,,,,,
0,orangebacked-troupial,,,,,,,,,,,,,,https://animalia.bio/orangebacked-troupial/,,,,,,,,,,,,,,
0,orangebacked-woodpecker,,,,,,,,,,,,,,https://animalia.bio/orangebacked-woodpecker/,,,,,,,,,,,,,,
0,orangebanded-flycatcher,,,,,,,,,,,,,,https://animalia.bio/orangebanded-flycatcher/,,,,,,,,,,,,,,
0,orangebellied-antwren,,,,,,,,,,,,,,https://animalia.bio/orangebellied-antwren/,,,,,,,,,,,,,,
0,orangebellied-euphonia,,,,,,,,,,,,,,https://animalia.bio/orangebellied-euphonia/,,,,,,,,,,,,,,
0,orangebellied-flowerpecker,,,,,,,,,,,,,,https://animalia.bio/orangebellied-flowerpecker/,,,,,,,,,,,,,,
0,orangebellied-fruit-dove,,,,,,,,,,,,,,https://animalia.bio/orangebellied-fruit-dove/,,,,,,,,,,,,,,
0,orangebellied-leafbird,,,,,,,,,,,,,,https://animalia.bio/orangebellied-leafbird/,,,,,,,,,,,,,,
0,orangebellied-manakin,,,,,,,,,,,,,,https://animalia.bio/orangebellied-manakin/,,,,,,,,,,,,,,
0,orangebellied-parrot,,,,,,,,,,,,,,https://animalia.bio/orangebellied-parrot/,,,,,,,,,,,,,,
0,orangebilled-babbler,,,,,,,,,,,,,,https://animalia.bio/orangebilled-babbler/,,,,,,,,,,,,,,
0,orangebilled-lorikeet,,,,,,,,,,,,,,https://animalia.bio/orangebilled-lorikeet/,,,,,,,,,,,,,,
0,orangebilled-nightingalethrush,,,,,,,,,,,,,,https://animalia.bio/orangebilled-nightingalethrush/,,,,,,,,,,,,,,
0,orangebilled-sparrow,,,,,,,,,,,,,,https://animalia.bio/orangebilled-sparrow/,,,,,,,,,,,,,,
0,orangebreasted-bunting,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-bunting/,,,,,,,,,,,,,,
0,orangebreasted-bushshrike,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-bushshrike/,,,,,,,,,,,,,,
0,orangebreasted-falcon,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-falcon/,,,,,,,,,,,,,,
0,orangebreasted-fig-parrot,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-fig-parrot/,,,,,,,,,,,,,,
0,orangebreasted-fruiteater,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-fruiteater/,,,,,,,,,,,,,,
0,orangebreasted-green-pigeon,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-green-pigeon/,,,,,,,,,,,,,,
0,orangebreasted-laughingthrush,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-laughingthrush/,,,,,,,,,,,,,,
0,orangebreasted-sunbird,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-sunbird/,,,,,,,,,,,,,,
0,orangebreasted-thornbird,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-thornbird/,,,,,,,,,,,,,,
0,orangebreasted-trogon,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-trogon/,,,,,,,,,,,,,,
0,orangebreasted-waxbill,,,,,,,,,,,,,,https://animalia.bio/orangebreasted-waxbill/,,,,,,,,,,,,,,
0,orangebrowed-hemispingus,,,,,,,,,,,,,,https://animalia.bio/orangebrowed-hemispingus/,,,,,,,,,,,,,,
0,orangecheeked-honeyeater,,,,,,,,,,,,,,https://animalia.bio/orangecheeked-honeyeater/,,,,,,,,,,,,,,
0,orangecheeked-parrot,,,,,,,,,,,,,,https://animalia.bio/orangecheeked-parrot/,,,,,,,,,,,,,,
0,orangecheeked-waxbill,,,,,,,,,,,,,,https://animalia.bio/orangecheeked-waxbill/,,,,,,,,,,,,,,
0,orangechinned-parakeet,,,,,,,,,,,,,,https://animalia.bio/orangechinned-parakeet/,,,,,,,,,,,,,,
0,orangecollared-manakin,,,,,,,,,,,,,,https://animalia.bio/orangecollared-manakin/,,,,,,,,,,,,,,
0,orangecrested-flycatcher,,,,,,,,,,,,,,https://animalia.bio/orangecrested-flycatcher/,,,,,,,,,,,,,,
0,orangecrested-manakin,,,,,,,,,,,,,,https://animalia.bio/orangecrested-manakin/,,,,,,,,,,,,,,
0,orangecrowned-euphonia,,,,,,,,,,,,,,https://animalia.bio/orangecrowned-euphonia/,,,,,,,,,,,,,,
0,orangecrowned-fairywren,,,,,,,,,,,,,,https://animalia.bio/orangecrowned-fairywren/,,,,,,,,,,,,,,
0,orangecrowned-oriole,,,,,,,,,,,,,,https://animalia.bio/orangecrowned-oriole/,,,,,,,,,,,,,,
0,orangecrowned-warbler,,,,,,,,,,,,,,https://animalia.bio/orangecrowned-warbler/,,,,,,,,,,,,,,
0,orangeeared-tanager,,,,,,,,,,,,,,https://animalia.bio/orangeeared-tanager/,,,,,,,,,,,,,,
0,orangeeyed-flatbill,,,,,,,,,,,,,,https://animalia.bio/orangeeyed-flatbill/,,,,,,,,,,,,,,
0,orangeeyed-thornbird,,,,,,,,,,,,,,https://animalia.bio/orangeeyed-thornbird/,,,,,,,,,,,,,,
0,orangefooted-scrubfowl,,,,,,,,,,,,,,https://animalia.bio/orangefooted-scrubfowl/,,,,,,,,,,,,,,
0,orangefronted-barbet,,,,,,,,,,,,,,https://animalia.bio/orangefronted-barbet/,,,,,,,,,,,,,,
0,orangefronted-fruit-dove,,,,,,,,,,,,,,https://animalia.bio/orangefronted-fruit-dove/,,,,,,,,,,,,,,
0,orangefronted-hanging-parrot,,,,,,,,,,,,,,https://animalia.bio/orangefronted-hanging-parrot/,,,,,,,,,,,,,,
0,orangefronted-parakeet,,,,,,,,,,,,,,https://animalia.bio/orangefronted-parakeet/,,,,,,,,,,,,,,
0,orangefronted-plushcrown,,,,,,,,,,,,,,https://animalia.bio/orangefronted-plushcrown/,,,,,,,,,,,,,,
0,orangefronted-yellow-finch,,,,,,,,,,,,,,https://animalia.bio/orangefronted-yellow-finch/,,,,,,,,,,,,,,
0,orangeheaded-tanager,,,,,,,,,,,,,,https://animalia.bio/orangeheaded-tanager/,,,,,,,,,,,,,,
0,orangeheaded-thrush,,,,,,,,,,,,,,https://animalia.bio/orangeheaded-thrush/,,,,,,,,,,,,,,
0,orangenecked-partridge,,,,,,,,,,,,,,https://animalia.bio/orangenecked-partridge/,,,,,,,,,,,,,,
0,orangequit,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Euneornis,Euneornis campestris,North America,Jamaica,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Orangequit,https://www.iucnredlist.org/species/22723722/94830296,https://xeno-canto.org/426058",https://animalia.bio/orangequit/,,,,,,,,,,,,,,
0,orangesided-thrush,,,,,,,,,,,,,,https://animalia.bio/orangesided-thrush/,,,,,,,,,,,,,,
0,orangespotted-bulbul,,,,,,,,,,,,,,https://animalia.bio/orangespotted-bulbul/,,,,,,,,,,,,,,
0,orangethroated-sunangel,,,,,,,,,,,,,,https://animalia.bio/orangethroated-sunangel/,,,,,,,,,,,,,,
0,orangethroated-tanager,,,,,,,,,,,,,,https://animalia.bio/orangethroated-tanager/,,,,,,,,,,,,,,
0,orangetufted-spiderhunter,,,,,,,,,,,,,,https://animalia.bio/orangetufted-spiderhunter/,,,,,,,,,,,,,,
0,orangetufted-sunbird,,,,,,,,,,,,,,https://animalia.bio/orangetufted-sunbird/,,,,,,,,,,,,,,
0,orangewinged-amazon,,,,,,,,,,,,,,https://animalia.bio/orangewinged-amazon/,,,,,,,,,,,,,,
0,orangewinged-pytilia,,,,,,,,,,,,,,https://animalia.bio/orangewinged-pytilia/,,,,,,,,,,,,,,
0,orchard-oriole,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus spurius,"North America,",South America,"Agricultural,Anthropogenic biome,Forest,Lakes,Marsh,Wetlands,Riparian,Rivers,Suburban,Urban wildlife,Savanna","Zoochory, ,Pollinator, ,Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Orchard_oriole,https://www.iucnredlist.org/species/103793298/94850686,https://xeno-canto.org/691924",https://animalia.bio/orchard-oriole/,"Belize,",,,,,,,,,,,,,
0,oriental-bay-owl,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Phodilus,Phodilus badius,Asia,"China,","Anthropogenic biome,Forest,Agricultural,Woodland,Mangrove,Mountains,Wetlands,Swamp,Montane forest","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Oriental_bay_owl,https://www.iucnredlist.org/species/22727641/94955098,https://xeno-canto.org/605656",https://animalia.bio/oriental-bay-owl/,,,,,,,,,,,,,,
